case_id,split_group,location_id,location_name,climate_zone,latitude_deg,longitude_deg,elevation_m,occupant_count,ventilation_level,intended_use,floor_area_m2,length_m,width_m,height_m,aspect_ratio,roof_angle_deg,orientation_azimuth_deg,wall_assembly_id,roof_assembly_id,floor_assembly_id,wall_u_value_W_m2K,roof_u_value_W_m2K,floor_u_value_W_m2K,total_opening_area_m2,avg_indoor_temp_C,min_indoor_temp_C,max_indoor_temp_C,temperature_lift_C,diurnal_temperature_swing_C,total_solar_gain_kWh,total_conductive_heat_loss_kWh,total_ventilation_loss_kWh,is_fully_compliant,total_score,summary_verdict,feat_d_hdd_18C_scaled,feat_d_cdd_18C_scaled,feat_d_elevation_scaled,feat_d_design_temp_min_C,feat_d_design_temp_max_C,feat_d_design_solar_peak_scaled,feat_d_occupant_count,feat_d_floor_area_m2,feat_d_length_m,feat_d_width_m,feat_d_height_m,feat_d_aspect_ratio,feat_d_surface_to_volume_ratio,feat_d_roof_angle_deg,feat_d_orientation_azimuth_deg,feat_d_total_opening_area_m2,feat_d_north_wwr,feat_d_south_wwr,feat_d_wall_thickness_mm,feat_d_wall_u_value_W_m2K,feat_d_roof_thickness_mm,feat_d_roof_u_value_W_m2K,feat_d_floor_thickness_mm,feat_d_floor_u_value_W_m2K,feat_d_ventilation_ach,feat_d_ground_frost_depth_m,feat_d_ground_thermal_conductivity_W_mK,feat_d_snow_load_kN_m2
TC-LEH-0011,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,high,work,14.98,4.5,3.33,2.8,1.35,30.0,0.0,ASM-WALL-LADAKH-LIGHT-INS,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.284,0.25,2.1,3.8,0.074,-10.429,9.813,6.324,20.242,90.63,25.152,8.83,True,56.75,SUB_OPTIMAL,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,0.0,3.8,0.0,0.14285714285714288,152.0,0.284,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0012,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,low,residential,14.98,4.5,3.33,2.8,1.35,30.0,0.0,ASM-WALL-LADAKH-LIGHT-INS,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.284,3.476,0.85,3.8,0.746,-10.736,10.811,6.996,21.547,137.19,37.069,2.466,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,0.0,3.8,0.0,0.14285714285714288,152.0,0.284,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0013,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,medium,emergency,14.98,4.5,3.33,2.8,1.35,30.0,0.0,ASM-WALL-SHIMLA-COLD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.347,0.247,0.444,3.8,-2.639,-10.692,2.574,3.611,13.265,162.3,27.148,3.107,True,62.59,ACCEPTABLE,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,0.0,3.8,0.0,0.14285714285714288,410.0,0.347,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0014,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,high,work,14.98,4.5,3.33,2.8,1.35,30.0,0.0,ASM-WALL-SHIMLA-COLD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.347,0.25,2.1,3.8,-4.657,-10.673,-0.82,1.593,9.853,104.101,28.275,4.67,True,53.89,SUB_OPTIMAL,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,0.0,3.8,0.0,0.14285714285714288,410.0,0.347,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0015,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,low,residential,14.98,4.5,3.33,2.8,1.35,30.0,0.0,ASM-WALL-SHIMLA-COLD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.347,3.476,0.85,3.8,-3.126,-10.649,1.611,3.124,12.26,150.66,40.165,1.442,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,0.0,3.8,0.0,0.14285714285714288,410.0,0.347,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0016,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,medium,emergency,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,1.591,0.247,0.444,3.8,0.94,-10.706,8.517,7.19,19.223,233.018,19.093,5.124,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,465.0,1.591,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0017,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,high,work,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,1.591,0.25,2.1,3.8,-1.849,-10.69,3.902,4.401,14.592,174.819,24.685,6.954,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,465.0,1.591,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0018,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,low,residential,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,1.591,3.476,0.85,3.8,-0.46,-10.672,6.127,5.79,16.799,221.378,37.917,2.125,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,465.0,1.591,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0019,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,medium,emergency,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-LADAKH-IMP-TRAD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.452,0.247,0.444,3.8,3.551,-10.616,12.759,9.801,23.375,233.018,30.951,6.741,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,345.0,0.452,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0020,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,high,work,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-LADAKH-IMP-TRAD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.452,0.25,2.1,3.8,-0.849,-10.717,5.789,5.401,16.506,174.819,31.815,7.989,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,345.0,0.452,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0021,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,low,residential,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-LADAKH-IMP-TRAD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.452,3.476,0.85,3.8,0.526,-10.691,7.994,6.776,18.685,221.378,47.22,2.413,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,345.0,0.452,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0022,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,medium,emergency,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-LADAKH-INS-MOD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.314,0.247,0.444,3.8,1.686,-10.663,9.756,7.936,20.419,222.916,28.731,5.561,True,74.42,ACCEPTABLE,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,392.5,0.314,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0023,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,high,work,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-LADAKH-INS-MOD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.314,0.25,2.1,3.8,-0.963,-10.63,5.238,5.287,15.868,164.716,33.47,7.838,True,64.11,ACCEPTABLE,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,392.5,0.314,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0024,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,low,residential,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-LADAKH-INS-MOD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.314,3.476,0.85,3.8,-0.557,-10.715,6.157,5.693,16.873,211.276,43.201,2.085,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,392.5,0.314,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0025,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,medium,emergency,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-LADAKH-LIGHT-INS,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.284,0.247,0.444,3.8,6.141,-10.617,26.548,12.391,37.166,182.505,19.638,8.452,True,67.47,ACCEPTABLE,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,152.0,0.284,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0026,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,high,work,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-LADAKH-LIGHT-INS,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.284,0.25,2.1,3.8,1.196,-10.565,13.343,7.446,23.908,124.306,29.501,10.357,True,58.3,SUB_OPTIMAL,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,152.0,0.284,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0027,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,low,residential,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-LADAKH-LIGHT-INS,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.284,3.476,0.85,3.8,3.749,-10.504,15.833,9.999,26.337,170.865,51.176,3.404,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,152.0,0.284,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0028,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,medium,emergency,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-SHIMLA-COLD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.347,0.247,0.444,3.8,-1.355,-10.712,4.744,4.895,15.456,202.71,32.697,3.742,True,65.97,ACCEPTABLE,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,410.0,0.347,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0029,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,high,work,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-SHIMLA-COLD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.347,0.25,2.1,3.8,-3.583,-10.698,1.04,2.667,11.738,144.511,32.648,5.392,True,56.69,SUB_OPTIMAL,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,410.0,0.347,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0030,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,low,residential,14.98,4.5,3.33,2.8,1.35,30.0,90.0,ASM-WALL-SHIMLA-COLD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.347,3.476,0.85,3.8,-2.288,-10.675,3.124,3.962,13.799,191.07,45.428,1.631,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,90.0,3.8,0.0,0.19305019305019305,410.0,0.347,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0031,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,medium,emergency,14.98,4.5,3.33,2.8,1.35,30.0,180.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,1.591,0.247,0.444,3.8,3.803,-10.636,13.023,10.053,23.659,283.531,25.804,6.925,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,180.0,3.8,0.0,0.14285714285714288,465.0,1.591,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0032,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,high,work,14.98,4.5,3.33,2.8,1.35,30.0,180.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,1.591,0.25,2.1,3.8,-0.147,-10.712,6.778,6.103,17.49,225.332,31.463,8.863,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,180.0,3.8,0.0,0.14285714285714288,465.0,1.591,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0033,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,low,residential,14.98,4.5,3.33,2.8,1.35,30.0,180.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,1.591,3.476,0.85,3.8,1.046,-10.691,8.699,7.296,19.391,271.891,46.225,2.591,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,180.0,3.8,0.0,0.14285714285714288,465.0,1.591,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0034,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,medium,emergency,14.98,4.5,3.33,2.8,1.35,30.0,180.0,ASM-WALL-LADAKH-IMP-TRAD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.452,0.247,0.444,3.8,5.224,-10.658,15.777,11.474,26.436,283.531,36.002,7.841,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,180.0,3.8,0.0,0.14285714285714288,345.0,0.452,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0035,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,high,work,14.98,4.5,3.33,2.8,1.35,30.0,180.0,ASM-WALL-LADAKH-IMP-TRAD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.452,0.25,2.1,3.8,2.023,-10.622,10.329,8.273,20.951,225.332,45.794,11.499,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,14.98,4.5,3.33,2.8,1.35,1.815,30.0,180.0,3.8,0.0,0.14285714285714288,345.0,0.452,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
